,Challenge,InChIkey,PubChem CID,ChemSpider ID,InChI,SMILES,ION_MODE,PRECURSOR_MZ
225,challenge-225,FVWJYYTZTCVBKE-UHFFFAOYSA-N,221023,NA,"InChI=1S/C30H50O2/c1-19(2)20-10-15-30(18-31)17-16-28(6)21(25(20)30)8-9-23-27(5)13-12-24(32)26(3,4)22(27)11-14-29(23,28)7/h20-25,31-32H,1,8-18H2,2-7H3/t20-,21+,22-,23+,24-,25+,27-,28+,29+,30+/m0/s1",[C@@]12([C@]3([C@@H]([C@@]4([C@H](C([C@H](CC4)O)(C)C)CC3)C)CC[C@@H]1[C@H]1[C@H](C(=C)C)CC[C@@]1(CC2)CO)C)C,POSITIVE,443.3884
226,challenge-226,DQILVZOWLYBPKT-UHFFFAOYSA-N,15233655,NA,"InChI=1S/C25H33Cl2N5O7/c1-3-15-25(39)32-10-14(26)19(27)21(32)24(38)31-20(12(2)34)23(37)30-17(11-33)22(36)29-16(9-18(35)28-15)13-7-5-4-6-8-13/h4-8,12,14-17,19-21,33-34H,3,9-11H2,1-2H3,(H,28,35)(H,29,36)(H,30,37)(H,31,38)",C12N(CC(C1Cl)Cl)C(=O)C(NC(=O)CC(NC(=O)C(NC(=O)C(NC2=O)C(C)O)CO)c1ccccc1)CC,POSITIVE,586.183
227,challenge-227,KLKLIUIRQAMTAJ-UHFFFAOYSA-N,12084958,10284961,"InChI=1S/C30H22O10/c31-16-5-1-14(2-6-16)25(15-3-7-17(32)8-4-15)26(30(39)27-21(35)9-18(33)10-22(27)36)20-13-40-24-12-19(34)11-23(37)28(24)29(20)38/h1-13,25-26,31-37H",c1(cc(c2c(c1)occ(c2=O)C(C(c1ccc(cc1)O)c1ccc(cc1)O)C(=O)c1c(cc(cc1O)O)O)O)O,POSITIVE,543.1286
228,challenge-228,IHGAMZBDEOTTEW-UHFFFAOYSA-N,57509548,NA,"InChI=1S/C23H22O13/c1-32-12-5-8(3-4-10(12)24)19-20(33-2)15(26)14-11(25)6-9(7-13(14)35-19)34-23-18(29)16(27)17(28)21(36-23)22(30)31/h3-7,16-18,21,23-25,27-29H,1-2H3,(H,30,31)",c1(cc(c2c(c1)oc(c(c2=O)OC)c1cc(c(cc1)O)OC)O)OC1OC(C(C(C1O)O)O)C(=O)O,POSITIVE,507.1133
229,challenge-229,PCSZTTAMZGNQNB-UHFFFAOYSA-N,44715831,NA,"InChI=1S/C15H18O6/c1-15(2,19)14(18)13(17)9-6-8-4-5-12(16)21-10(8)7-11(9)20-3/h4-7,13-14,17-19H,1-3H3",C(C(C(C)(C)O)O)(O)c1c(cc2c(c1)ccc(=O)o2)OC,POSITIVE,295.1176
230,challenge-230,IJOCZMKYIFYFQK-UHFFFAOYSA-N,24096422,NA,"InChI=1S/C20H30O6/c1-11-4-7-19(3)14(9-13(21)16(23)20(19)10-25-20)18(11,2)6-5-12-8-15(22)26-17(12)24/h8,11,13-16,21-23H,4-7,9-10H2,1-3H3",C1(C(O)C2(C3(C(C1)C(C(CC3)C)(C)CCC1=CC(OC1=O)O)C)CO2)O,POSITIVE,367.2115
231,challenge-231,GSWZMFDCPMPHDL-UHFFFAOYSA-N,11399874,9574771,"InChI=1S/C41H48O11/c1-22-23(2)41(29-12-16-33(36(20-29)47-8)51-25(4)39(43)27-10-14-31-37(18-27)49-21-48-31)52-40(22)28-11-15-32(35(19-28)46-7)50-24(3)38(42)26-9-13-30(44-5)34(17-26)45-6/h9-20,22-25,38-43H,21H2,1-8H3",c1cc(cc2c1OCO2)C(C(Oc1c(cc(cc1)C1C(C(C(O1)c1ccc(c(c1)OC)OC(C(c1cc(c(cc1)OC)OC)O)C)C)C)OC)C)O,POSITIVE,717.3269
232,challenge-232,AFYIWKNGSIYXCQ-VMPITWQZSA-N,5862036,4726254,"InChI=1S/C36H42O19/c1-15(50-23(39)8-5-16-3-6-17(7-4-16)51-34-29(44)27(42)25(40)21(12-37)52-34)19-11-36(55-32(19)47)10-9-18-20(31(46)48-2)14-49-33(24(18)36)54-35-30(45)28(43)26(41)22(13-38)53-35/h3-11,14-15,18,21-22,24-30,33-35,37-38,40-45H,12-13H2,1-2H3/b8-5+/t15-,18+,21+,22+,24+,25+,26+,27-,28-,29+,30+,33-,34+,35-,36?/m0/s1",O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)c1ccc(/C=C/C(=O)O[C@H](C2=CC3(OC2=O)[C@H]2[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)CO)OC=C([C@H]2C=C3)C(=O)OC)C)cc1,POSITIVE,779.2393
233,challenge-233,SNGHLUWTFLYPMT-UHFFFAOYSA-N,329789,292147,"InChI=1S/C26H28O9/c1-22(2)17-16(28)18(29)24(4)13(25(17)11-32-15(27)9-14(25)34-22)5-7-23(3)19(12-6-8-31-10-12)33-21(30)20-26(23,24)35-20/h6,8,10,13-14,19-20,28H,5,7,9,11H2,1-4H3/t13?,14-,19-,20+,23-,24-,25-,26+/m0/s1",OC1=C2C(O[C@@H]3[C@@]2(C2[C@@](C1=O)([C@]14[C@@](CC2)([C@@H](OC(=O)[C@H]1O4)c1cocc1)C)C)COC(=O)C3)(C)C,POSITIVE,485.1806
234,challenge-234,QXAYVHFIMKYRKA-UHFFFAOYSA-N,57509452,NA,"InChI=1S/C20H26O4/c1-13-3-7-20-12-24-18(22)16(20)9-15(21)10-17(20)19(13,2)6-4-14-5-8-23-11-14/h5,8-9,11,13,15,17,21H,3-4,6-7,10,12H2,1-2H3",C1(C=C2C3(C(C1)C(C(CC3)C)(CCc1cocc1)C)COC2=O)O,POSITIVE,331.1904
235,challenge-235,ZAALQOFZFANFTF-UHFFFAOYSA-N,185559,NA,"InChI=1S/C20H19NO5/c1-21-3-2-12-5-17-20(26-11-23-17)8-15(12)16(22)4-13-6-18-19(25-10-24-18)7-14(13)9-21/h5-8H,2-4,9-11H2,1H3",c12c(cc3c(c1)CCN(Cc1c(CC3=O)cc3c(c1)OCO3)C)OCO2,POSITIVE,354.1336
236,challenge-236,QJUWGGININGVSC-UHFFFAOYSA-N,11021438,NA,"InChI=1S/C17H18O2/c18-16(12-11-14-7-3-1-4-8-14)13-17(19)15-9-5-2-6-10-15/h1-10,16,18H,11-13H2",c1cccc(c1)C(=O)CC(CCc1ccccc1)O,POSITIVE,255.138
237,challenge-237,KGNAXTMQQANFON-UHFFFAOYSA-N,60208884,NA,"InChI=1S/C48H60N6O16/c1-24-42(61)51-31(16-18-38(56)57)46(65)52(3)32(19-26-7-12-29(67-6)13-8-26)44(63)50-25(2)45(64)54(5)34-20-27-9-14-30(15-10-27)68-36-22-28(21-33(43(62)49-24)53(4)47(34)66)11-17-35(36)69-48-41(60)40(59)39(58)37(23-55)70-48/h7-15,17,22,24-25,31-34,37,39-41,48,55,58-60H,16,18-21,23H2,1-6H3,(H,49,62)(H,50,63)(H,51,61)(H,56,57)",N1C(=O)C2N(C(=O)C(N(C(=O)C(NC(=O)C(N(C(=O)C(NC(=O)C1C)CCC(=O)O)C)Cc1ccc(cc1)OC)C)C)Cc1ccc(cc1)Oc1cc(ccc1OC1OC(C(C(C1O)O)O)CO)C2)C,POSITIVE,977.4139
238,challenge-238,ISQUNAAALVXWGI-DFTZOVBQSA-N,14610541,17216190,"InChI=1S/C32H52O14/c1-6-32(5,12-8-11-17(2)9-7-10-18(3)13-20(35)14-19(4)29(41)42)46-31-28(26(39)24(37)22(16-34)44-31)45-30-27(40)25(38)23(36)21(15-33)43-30/h6,10-11,14,20-28,30-31,33-40H,1,7-9,12-13,15-16H2,2-5H3,(H,41,42)/b17-11+,18-10+,19-14+/t20?,21-,22-,23-,24-,25+,26+,27-,28-,30+,31+,32?/m1/s1",OC(=O)/C(=C/C(C/C(=C/CC/C(=C/CCC(C=C)(C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)O)CO)/C)/C)O)/C,POSITIVE,661.343
239,challenge-239,FTVKHUHJWDMWIR-UHFFFAOYSA-N,45360052,NA,"InChI=1S/C26H30O13/c27-9-19-20(31)21(32)22(39-25-23(33)26(34,10-28)11-35-25)24(38-19)36-14-4-1-12(2-5-14)17-8-16(30)15-6-3-13(29)7-18(15)37-17/h1-7,17,19-25,27-29,31-34H,8-11H2",c1(ccc2c(c1)OC(CC2=O)c1ccc(cc1)OC1C(C(C(C(O1)CO)O)O)OC1C(C(CO1)(O)CO)O)O,POSITIVE,551.1759
240,challenge-240,XWFQRXGYJJOFCO-UHFFFAOYSA-N,56776287,NA,"InChI=1S/C20H22O9/c21-8-16-17(25)18(26)20(29-16)27-11-5-13(23)12-7-14(24)19(28-15(12)6-11)9-1-3-10(22)4-2-9/h1-6,14,16-26H,7-8H2",c1(cc(c2c(c1)OC(C(C2)O)c1ccc(cc1)O)O)OC1OC(C(C1O)O)CO,POSITIVE,407.1337
241,challenge-241,HBCGNAJUSBIBGA-UHFFFAOYSA-N,45359703,NA,"InChI=1S/C46H76O18/c1-19(2)20(3)13-28(61-44-41(58)37(54)34(51)30(17-48)63-44)21(4)25-9-10-26-24-8-7-22-14-23(15-32(49)46(22,6)27(24)11-12-45(25,26)5)60-43-40(57)38(55)35(52)31(64-43)18-59-42-39(56)36(53)33(50)29(16-47)62-42/h7,21,23-44,47-58H,8-18H2,1-6H3",C1C(CC2=CCC3C(C2(C1O)C)CCC1(C3CCC1C(C(CC(=C(C)C)C)OC1OC(C(O)C(O)C1O)CO)C)C)OC1OC(C(O)C(O)C1O)COC1OC(C(O)C(O)C1O)CO,POSITIVE,917.5104
242,challenge-242,YGCYRQKJYWQXHG-UHFFFAOYSA-N,4662580,3851571,"InChI=1S/C26H40O8/c1-15-5-8-19-25(2,14-33-24-22(30)21(29)20(28)18(13-27)34-24)10-4-11-26(19,3)17(15)7-6-16-9-12-32-23(16)31/h9,17-22,24,27-30H,1,4-8,10-14H2,2-3H3/t17-,18-,19-,20-,21+,22-,24-,25+,26+/m1/s1",O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)C[C@@]1(CCC[C@@]2([C@@H]1CCC(=C)[C@H]2CCC1=CCOC1=O)C)C,POSITIVE,481.2796
243,challenge-243,SDRRSTAVRUERNC-QPJJXVBHSA-N,6450095,4952732,"InChI=1S/C35H46O20/c1-14-24(43)27(46)32(55-34-28(47)26(45)25(44)21(12-36)51-34)35(50-14)54-31-29(48)33(49-9-8-16-3-6-18(39)20(41)11-16)52-22(13-37)30(31)53-23(42)7-4-15-2-5-17(38)19(40)10-15/h2-7,10-11,14,21-22,24-41,43-48H,8-9,12-13H2,1H3/b7-4+/t14-,21+,22+,24-,25+,26-,27+,28+,29+,30+,31+,32+,33+,34-,35-/m0/s1",O[C@H]1[C@@H](O[C@@H]([C@@H](O)[C@@H]1O)CO)O[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(c(c3)O)O)O[C@@H]([C@H]2OC(=O)/C=C/c2ccc(c(c2)O)O)CO)O[C@H]([C@H](O)[C@H]1O)C,POSITIVE,787.2655
